"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"381.0095 / 21.42",0.0027908,-0.0085712,0.016707,-0.016507,0.011423,0.0059289,0.0090462,-0.039458
"381.0095 / 29.17",6.9044e-05,0.00068247,-0.0022044,0.00055208,-0.00076042,-0.00095512,-0.0006288,0.0012909
"381.0097 / 23.36",-0.00014451,-0.0021,-0.00096741,0.0012596,0.0032133,-0.0024949,-0.0025475,0.00042295
"381.0098 / 17.51",0.0036894,-0.011088,0.010977,0.00053894,-0.014672,0.0049119,0.011952,-0.0052837
"381.0099 / 12.14",0.0077208,-0.0052544,0.030949,0.0060832,0.0012591,-0.0096937,0.0064116,0.0036986
"381.0100 / 14.78",0.0063845,-0.012944,0.0084394,0.011031,-0.011934,0.0025287,-0.0031095,0.006703
"381.0100 / 20.26",0.0060193,0.0033603,0.001186,-0.00033836,0.0094517,-0.0083686,0.014349,-0.010645
"381.0100 / 22.14",-0.0017951,0.0022198,0.0093513,-0.00077563,0.0031487,-0.035361,0.0040284,0.02543
"381.0100 / 27.89  M-H-",-0.00016267,0.00010321,-0.00070663,-7.8529e-05,-0.00041545,4.0694e-05,-0.00057552,0.00091421
"381.0100 / 28.40",-0.00011249,0.0001739,-0.00084303,-0.00026153,-0.0001338,-0.00011068,-0.00052996,0.0007324
"381.0104 / 16.09",0.0072095,-0.016509,0.011075,-0.00033196,0.00051671,0.011222,-0.016226,0.011463
"381.1033 / 13.38  2MNa-2H-",-0.0031547,-0.024504,0.0078189,-0.00073446,-2.2484e-06,0.0013023,0.0067794,-0.0063819
"381.1034 / 14.11  2MNa-2H-",-0.0032967,-0.027986,0.017944,-0.00012967,0.020142,0.0022549,0.0091677,-0.015728
"381.1087 / 19.24  MNa-2H-",0.0016203,-0.00764,0.0054612,0.0017578,0.013725,-0.0017629,-0.010014,0.0082686
"381.1090 / 20.87  MNa-2H-",0.0023824,0.005896,-0.0029664,-0.00096959,0.013178,0.0093004,-0.01744,0.0017828
"381.1469 / 3.11",0.011316,-0.011596,0.00052457,-0.00044968,-0.027079,-0.0044662,0.0028288,0.0066498
"381.1539 / 21.65  M-H-",0.004916,0.015124,0.006378,0.011448,-0.018434,-0.021034,-0.0019588,-0.01379
"381.1665 / 22.26  MNa-2H-",-0.0014883,-0.0076078,0.0016505,-0.0030994,0.0041537,-0.0076073,0.0037073,0.0082962
"381.2053 / 23.22",-0.00019737,-0.00056693,-0.002202,0.0013583,0.00018624,-0.0014759,-0.00071977,3.7515e-05
"381.2618 / 23.37",0.00039583,1.9573e-05,0.001366,0.00016931,-0.0010491,0.0017671,-0.00046357,-0.0014905
"381.2638 / 22.33",0.00028452,-0.007058,-0.0088142,-0.012961,-0.015907,0.01604,-0.011903,0.003175
"381.2793 / 23.13",0.0019514,0.008713,0.0042367,-0.0043382,0.0077764,-0.0046547,0.00080236,-0.016757
"381.9936 / 9.00  MNa-2H-",0.0036303,-0.003428,0.022118,-0.012658,0.0001407,-0.012938,0.014712,0.0045978
"382.0685 / 20.87  M-H-",0.0059398,-0.0054778,-0.00029474,0.0040993,-0.0045628,-0.0018979,0.012497,0.0028107
"382.0999 / 9.84",0.001421,-0.021408,0.005759,-0.00092838,0.0047058,-0.0070104,0.0052648,-0.0087408
"382.1238 / 3.18",0.011794,-0.020562,0.011173,-0.011374,-0.0082452,-0.0047289,-8.1264e-05,0.01016
"382.1756 / 15.64",0.00878,-0.010465,0.0090062,0.0061491,-0.01451,0.013884,-0.018748,0.0095688
"382.1853 / 5.87",0.00076311,0.0049472,0.013742,-0.012736,-0.020259,0.035537,-0.0047791,-0.011574
"382.1938 / 10.30",0.009177,-0.0092842,0.0014356,0.017894,-0.017462,0.00032681,-0.0068616,0.0085087
"382.1943 / 7.26",0.012793,-0.0081668,-0.0087181,0.023063,-0.013245,-0.0011554,-0.0024294,0.0070815
"382.1952 / 11.40",0.015131,-0.0069554,0.00038482,0.014233,-0.010819,-0.0060874,0.0035631,0.01331
"383.1132 / 5.93",0.0018808,-0.024036,-0.0017545,0.01805,-0.013715,-0.012467,0.0005932,-0.001269
"383.1211 / 2.11  2MNa-2H-",-0.00018509,-0.018653,-0.0011872,-0.010926,0.014479,-0.0080541,0.0018558,0.0027987
"383.1922 / 16.23",0.00022821,-0.00072566,0.0069538,0.0055093,-0.014835,-0.0012385,0.0042244,-0.0016296
"383.1924 / 14.21  M-H-",0.015688,-0.0066004,-0.0020516,0.0029685,-0.0026027,-0.0062382,0.007264,0.0078674
"383.9906 / 9.00  MNa-2H-",0.0054973,-0.0043242,0.015458,-0.012642,-0.0098762,0.0071274,0.0045968,-0.00059271
"384.1955 / 14.24",0.012081,-0.0072024,-0.0020538,0.01048,-0.0093545,-0.0042498,0.0040648,0.013865
"384.6928 / 20.01",0.0091739,-0.0022504,-0.012393,0.0037403,-0.012393,-0.017064,0.013861,-0.00052144
"384.7033 / 12.31",0.0047385,2.382e-05,-0.0060946,0.00499,-0.0048217,0.014597,-0.016306,-0.0048755
"385.0885 / 6.64",0.0013619,-0.030724,0.023299,0.0010717,0.0044645,-0.0030623,-0.00055485,0.012895
"385.1135 / 13.46",0.0021058,-0.010816,0.012067,0.0018535,-0.010294,-0.0018794,0.0054304,0.0031028
"385.1242 / 20.43",0.0061024,-0.0026723,0.0042559,-0.01319,-0.005851,0.0028891,-0.0077226,-0.0020082
"385.1244 / 2.19",0.0011426,-0.015404,-0.0037337,0.0040698,0.012513,-0.026585,0.0055519,-0.0073023
"385.1349 / 4.69",0.0012379,-0.027302,0.013401,-0.016917,0.0099109,-0.021594,-0.0032205,0.002276
"385.1985 / 22.59",-0.00016824,-0.0079904,0.0075932,-0.0075209,-0.0097622,0.014525,-0.017849,0.0057411
"385.2221 / 20.45",0.0091777,-0.0070836,0.0052612,0.0083749,-0.030058,0.014306,0.0036683,-0.0040981
"385.2351 / 23.65",0.0035256,-0.0035054,0.0048525,-0.0044351,-0.0002241,0.0021999,-0.0014701,0.0005315
"385.2450 / 12.36",0.012583,-0.0085047,0.0088666,0.0078708,-0.012522,0.0051784,-0.0029561,0.0029718
"385.6643 / 20.14  M-2H2-",0.014948,-0.0060613,0.022882,-0.0070499,0.0022331,-0.0063693,-0.0039931,-0.0015036
"385.9687 / 2.64",-0.0023872,-0.020347,-0.0065179,0.0031553,0.0040228,-0.0014277,-0.00097829,-0.009662
"386.1383 / 16.28  M-H2O-H-",0.0098813,0.00083092,-0.019124,0.0065696,-0.0048639,-0.0085453,0.025086,-0.016761
"386.1633 / 11.26",0.0099542,-0.0047968,0.00011477,0.0065348,-0.0048272,0.00075465,-0.010251,0.012499
"387.0247 / 7.57",0.0033373,0.011393,0.01244,0.002597,0.0069836,0.0061253,0.0036751,-0.0024189
"387.0248 / 17.42",0.012781,-0.011481,-0.0034028,0.0085878,-0.005902,0.0017643,0.0067194,0.016898
"387.0248 / 21.94",1.1125e-05,-0.0015789,-0.00131,0.00027205,0.001662,-0.0045608,0.00044019,-9.1843e-05
"387.0251 / 14.72",0.010734,-0.013969,-0.0010675,0.0036556,0.01075,-0.0010338,0.0096512,-0.0021059
"387.0256 / 27.98",0.0043162,-0.004314,-0.0090396,-0.003242,0.0051781,-0.0060805,-0.0018219,0.020652
"387.0256 / 31.18",0.00076944,-0.0040871,0.0065305,-7.9946e-05,0.01533,0.010778,0.011277,0.0023707
"387.0256 / 6.05",0.0042654,-0.013334,0.027329,-0.014469,0.0085307,-0.00081589,0.00029542,-0.024777
"387.0256 / 8.20",0.0055867,0.025037,0.021787,-0.023724,-0.02473,5.8877e-05,0.022222,-0.0037985
"387.0257 / 16.63",0.013777,-0.0025026,0.0062927,0.0092434,0.0095231,-0.015408,-0.0010866,-0.0088629
"387.0257 / 31.98",0.00021139,-0.0011464,0.00082967,-0.0019246,0.00062177,0.0075943,-0.0020328,-0.0047777
"387.0258 / 7.05",0.006477,-0.013209,0.014895,-0.015926,-0.0010247,0.011696,0.018757,-0.028663
"387.0260 / 30.24",-0.00013134,-0.0023013,-0.012403,-0.012903,-0.0062692,0.016195,-0.0090068,0.010683
"387.0260 / 8.72",0.003707,0.017225,0.022048,-0.032982,-0.025553,0.0053289,0.027569,-0.020748
"387.0261 / 5.26",0.00066078,-0.011841,0.01529,9.7896e-05,0.0091203,-0.019866,0.0089864,0.0030849
"387.0262 / 18.68  M-H-",0.012234,-0.015443,0.015042,-0.0090208,0.0014421,-0.00019894,0.010869,-0.00043547
"387.0262 / 29.08",9.7428e-05,0.00046837,7.9097e-05,-0.00016631,-0.00058268,-0.00026682,0.00031641,0.00094992
"387.0263 / 0.09",-0.0010404,-0.00031083,0.00012407,-0.01983,-0.00022913,-0.0081956,-0.0094199,0.0057216
"387.0265 / 0.73",-5.9592e-05,-0.00035278,0.02061,-6.0928e-05,-0.018117,-0.015241,0.025909,-0.0014582
"387.0266 / 14.20",0.010926,-0.014623,-0.0020585,0.0058395,0.0094872,-0.00060631,0.010265,-0.0035157
"387.0267 / 1.33  M-H-",4.471e-05,-0.0004033,-0.00040482,-0.00085367,-0.00011716,0.00023671,-0.0015365,-0.00023003
"387.0269 / 25.97  M-H-",-0.00026187,-0.00015397,-0.0013734,0.0014676,-0.00022829,0.00048753,-0.00089156,0.00096216
"387.0269 / 9.61",0.0077004,-0.015735,0.012683,-0.0077034,-0.0028165,0.010884,0.021333,-0.019987
"387.0270 / 10.93",0.0029427,-0.015405,0.019743,-0.0014298,0.010517,-0.015109,0.018706,0.0088486
"387.0273 / 25.22  M-H-",-0.00016296,5.4842e-05,-0.00094057,0.00021897,-5.5806e-05,-0.00028176,-0.00054579,0.00028391
"387.0274 / 20.11",0.0011993,-0.0037421,0.0094206,0.01588,-0.00083605,-0.0076252,0.010774,-0.028522
"387.0282 / 12.86",0.0084785,-0.018724,0.021869,-0.0048834,-0.0005556,-0.0017231,0.009393,-0.0020539
"387.0283 / 12.15",0.010593,-0.014267,0.003528,0.0061718,-0.0082538,-0.0036139,-0.0031693,0.016127
"387.0286 / 23.78",-0.00010767,-0.00037855,-0.0012516,0.0011546,0.00040613,-0.00076472,0.00043789,0.00021724
"387.1016 / 20.75  MFA-H-",0.0018365,-0.0011404,0.0011683,-0.00018741,0.0059828,-0.0041764,-0.0010323,-0.00053002
"387.1334 / 9.03",0.017899,-0.00017187,-0.0036453,-0.0042258,-0.00045281,0.0044931,-0.00043954,-0.00027616
"387.1749 / 3.83",0.01422,-0.013614,0.0039509,-0.014807,-0.00098319,0.004925,0.016856,-0.0053565
"387.1792 / 21.25  MNa-2H-",0.0086683,-0.0026076,-0.0036576,0.010128,-0.0060463,-0.0020267,-0.0054994,0.022295
"387.1856 / 2.70",0.014013,-0.012002,0.0072549,-0.0043767,-0.010814,0.0021688,0.011259,-0.0061299
"387.1876 / 16.09",0.0065238,-0.0023177,-0.0093993,0.013511,0.0033407,-0.020263,0.014681,0.0091801
"387.2222 / 11.24",0.010116,-0.010014,-0.0043772,0.022885,-0.020045,0.0058505,-0.0018924,-0.0045796
"387.2232 / 1.57",0.0089499,-0.0023732,-0.0064305,-0.00037141,-0.012018,0.010607,-0.0010022,0.0056512
"387.2234 / 6.92",0.011494,-0.011557,0.014829,-0.0022919,-0.0094603,0.0040324,-0.005465,0.018921
"387.2237 / 6.24  M-H-",0.013849,-0.0096109,0.0026973,0.0050994,-0.012269,0.01023,-0.009578,0.0054701
"387.2238 / 10.46  M-H-",0.011197,-0.014485,0.020242,-0.0047162,-0.018428,0.0088839,-0.0028404,0.012372
"387.2239 / 8.16  M-H-",0.018656,-0.0021675,-0.0005763,-0.0040547,0.0011939,0.0034381,-0.0024871,0.0038013
"387.6745 / 6.91",0.010393,-0.0027802,-0.013689,0.013519,-0.0074654,-0.002045,0.0095208,0.0016718
"388.0278 / 20.99",0.0020753,0.019493,0.0087435,-0.0028999,0.018019,-0.013559,-0.0080248,-0.018028
"388.0284 / 21.53",-0.0014067,0.0024054,0.00027715,-0.0036738,0.010839,-0.016014,0.0069667,0.0059674
"388.0287 / 24.12",0.00029739,0.00053207,-0.00028917,0.0016916,-0.00047256,-0.00051234,0.00016461,0.0004457
"388.0294 / 22.93",-0.00064471,0.00019895,-0.0024741,0.00036119,-0.00065552,-0.0011283,-6.0213e-05,-0.0026157
"388.0296 / 27.61",-0.00035134,0.00012685,-0.00049868,-7.8814e-06,9.2614e-05,0.00020637,5.16e-05,0.00011823
"388.0297 / 22.31",0.00046068,-0.0086448,-0.017287,0.011703,0.016171,-0.026858,0.018237,0.012305
"388.0300 / 25.84",-0.00015997,0.00027374,-0.00077992,0.00022446,-0.00034089,-0.00018054,-0.00057264,0.00035256
"388.0314 / 1.18",1.334e-05,-0.00038832,-0.00070105,-0.00068524,-0.00010632,0.00017541,-0.0016054,-0.00029026
"388.0456 / 3.74",0.0077186,-0.0036405,-0.0088979,0.0017951,-0.010588,0.0096837,0.0012596,-0.0029421
"388.1167 / 10.19  M-H-",0.013412,-0.010528,0.013075,-0.012105,-0.0056692,0.006487,-0.0039126,0.0053591
"388.1507 / 15.03  M-H-",0.013138,0.0011392,0.0089531,-0.011008,0.012255,-0.015216,0.006214,-0.0076594
"388.1707 / 4.57",0.015518,-0.0072241,0.0071411,-0.0052661,0.0011739,-0.0055992,0.0040857,-0.0063583
"388.1861 / 20.14",0.01295,-0.010651,0.0099475,0.0040237,-0.0026724,-0.019029,0.0018173,-0.011958
"388.2272 / 8.10",0.014259,-0.012883,0.010914,0.0061462,-0.0096746,0.0031517,-0.0073966,0.013855
"389.0320 / 1.85",-0.00047428,-0.0054283,-0.0061476,0.0032292,0.011617,-0.0058496,-0.00096767,0.0078466
"389.1164 / 21.53",-0.0001173,-5.2517e-05,-0.00060793,-0.00013277,0.00080356,-0.0013116,-0.00027624,-0.00013335
"389.1446 / 5.80",0.011482,-0.010094,-0.0018818,0.0017501,-0.017769,0.0030461,0.022306,-0.011726
"389.1665 / 3.67",0.011286,-0.014981,0.014469,0.0051962,0.0023429,-0.0045628,-0.011541,-0.0040271
"389.1843 / 10.33",0.016958,-0.0017703,-0.0089281,0.0051024,-0.0053884,0.0063958,0.00016292,-0.0048952
"389.2034 / 3.03  M-H-",0.014802,0.006467,-0.0001358,0.00084735,0.0082838,-0.0015688,-0.007051,-0.016409
"389.2892 / 23.67",0.00056402,0.00032307,0.00024515,-0.0013665,-0.0029343,0.0021642,-0.0023296,0.0035452
"389.9601 / 22.19",0.0018565,0.010557,0.0024976,-0.015474,0.021736,-0.0094715,-0.0019043,0.010464
"389.9909 / 21.59  MNa-2H-",0.0048249,-0.0033621,0.020925,-0.011859,0.010372,-0.030424,0.0079991,-0.011721
"390.1471 / 14.14",0.013486,-0.010881,0.0029228,0.0090526,-0.013638,-0.0018778,0.0077498,0.0048246
"390.1663 / 15.68",0.015586,0.004565,-0.0012029,0.0023156,0.010168,-0.012299,0.00060913,-0.005963
"390.2022 / 13.08  M-H-",0.014786,0.0010275,-0.025293,0.024232,-0.0097526,-0.00061024,0.00090721,0.0051044
"390.2378 / 18.05",0.010721,-0.009907,-0.0013872,0.021355,-0.013313,-0.00084451,-0.0076534,0.0067859
"390.2946 / 23.69",0.00058082,0.00027697,-0.00026199,-0.00095769,-0.0032215,0.0026461,-0.002866,0.0035913
"391.0643 / 13.72  MNa-2H-",-0.001564,-0.010615,0.0037172,-0.00034586,-0.0099856,-0.010902,-0.0052559,0.0092578
"391.1951 / 6.47",0.013289,-0.0092192,0.0056957,0.0041053,-0.0066566,-0.0012231,-0.0014174,0.01715
"391.1975 / 12.29",0.013336,-0.0066647,-0.0079485,0.017752,-0.0088727,-0.0091326,0.008181,0.010584
"391.2072 / 5.29",0.0016203,-0.010274,0.0077555,0.00080908,-0.018306,0.016531,-0.0056827,-0.012239
"391.2077 / 23.51",-0.00056113,-0.00047176,-0.00051767,0.0014315,-0.00044934,-0.00070438,0.00059672,0.00057255
"391.2112 / 21.47  MNa-2H-",-0.0018284,-0.00035542,-0.0073613,0.013954,-0.011018,-0.00022229,-0.0046134,-0.0035662
"391.2841 / 23.24  M-H-",0.0024287,-0.0047968,0.0097448,-0.01807,0.006957,0.0040675,0.0021188,-0.0031
"391.9874 / 21.56",0.0069768,0.0014376,0.024362,-0.014724,0.012669,-0.012833,-0.010836,-0.0024504
"392.1183 / 10.23",0.00064054,-0.022892,0.0092451,-0.0028802,0.0073513,-0.0096146,0.0089382,-0.0030518
"392.1423 / 13.70  MNa-2H-",0.015254,0.0012651,-4.1069e-05,-0.0049037,0.0052199,-0.00074916,-0.00025649,0.00074161
"392.1806 / 16.47",0.01603,-0.0046479,-0.0045835,-0.0017463,-0.00043015,0.0057925,-0.0012681,0.00032653
"392.1818 / 15.74",0.015325,-0.0071706,0.0054937,-0.0077534,0.0013912,0.0019512,0.000862,-0.0015923
"392.2200 / 13.30",0.012386,-0.0046135,-0.016797,0.024532,-0.011389,-0.0014427,-0.00016208,0.0034706
"393.0795 / 12.35  MNa-2H-",-0.00025219,-0.011994,0.0088865,-0.0025419,0.0012897,0.0040327,0.014967,-0.012474
"393.1415 / 12.98  M-H-",0.014957,-0.0015527,0.0049953,-0.0062428,0.0089241,-0.0045462,0.0080845,-0.017858
"393.1717 / 24.38",-0.00036507,-0.0002488,-0.0020967,8.8507e-05,0.0012978,-0.00079533,-0.00061608,-2.4253e-05
"393.1764 / 5.07  M-H-",0.013552,-0.0062135,-0.00086412,0.005098,-0.0031855,0.0062341,-0.013397,0.012337
"393.2029 / 19.58  MNa-2H-",0.0022383,-0.0039289,0.0058507,-0.00045139,-0.010738,-0.010535,0.0087401,-0.0058244
"393.2099 / 13.08  MNa-2H-",0.0176,-0.00011142,-0.0078066,0.0018694,0.0011417,-0.0053847,0.0070509,0.0062515
"393.2250 / 22.76",-0.00022557,-0.00039169,0.0048909,0.0011984,-0.0031339,0.0038281,-0.0020042,-0.0020125
"393.2273 / 21.57  M-H2O-H-",0.0018033,-0.0057737,0.0012043,0.0099741,-0.016068,0.034366,0.0033845,-0.00060602
"393.6569 / 13.52  M-2H2-",0.0070225,0.00026879,-0.022321,0.024993,-0.0068232,-0.020346,0.022837,0.0031371
"394.0562 / 11.77  MNa-2H-",0.0068947,-0.001205,0.012652,-0.0039965,-0.002487,-0.0059727,0.0064203,-0.020614
"394.1233 / 5.52",0.01117,-0.009981,0.029953,-0.011679,-0.003647,-0.0051929,-0.0010114,-0.0042841
"394.1602 / 5.86  M-H-",0.012241,-0.011137,-0.0026909,0.011407,-0.0085958,0.00069982,0.00061059,0.0015573
"394.1607 / 7.52",0.011494,-0.010883,0.011004,0.0020151,-0.01128,0.0066918,-0.0048015,0.0094472
"394.1994 / 11.43  M-H-",0.015557,0.00059672,-0.0036615,0.002103,0.0011855,-0.0033805,0.0036045,0.00048815
"395.1562 / 3.26",0.014109,-0.016649,0.0059791,-0.0015284,-0.0031277,0.0046175,0.018466,0.012562
"395.1917 / 13.71",0.015374,-0.0024626,-0.0030942,0.00024405,0.0010118,-0.0021189,0.0019926,0.0042379
"395.2024 / 11.47",0.01113,-0.0053509,0.0051844,0.011698,-0.0082301,-0.0041605,0.00048832,0.0050027
"395.2149 / 5.74",0.014939,-0.0068974,0.0019491,-0.0017485,9.9924e-06,-0.0043628,0.0061115,0.0053759
"395.2421 / 23.15  MAcO-H-",0.00066315,0.0010939,-0.00046594,-0.0013424,0.00012981,0.0013242,-0.0013431,-0.0014204
"395.2437 / 21.92  M-H-",0.00043057,-6.753e-05,-0.00045997,-0.00020237,0.0013952,0.0023616,-0.0014995,-0.0013421
"396.1163 / 15.16",0.013585,0.00067493,0.012504,-0.0034482,0.0089063,-0.011989,-0.0008341,-0.0046098
"396.1524 / 18.91  MNa-2H-",0.01332,0.0012465,-0.0043765,-0.0011476,-0.0029682,-0.010425,-0.0040395,0.00034076
"396.6551 / 20.14  M-2H2-",0.013727,-0.0096225,0.015316,-0.011713,0.00023067,0.0017896,-0.0022503,0.0039249
"397.0028 / 10.70  2MNa-2H-",0.005369,-0.0050179,0.032381,-0.024205,0.0044544,-0.02768,0.0004972,-0.016718
"397.0993 / 9.46  M-H-",0.010018,-0.013959,0.0094146,0.0072093,-0.016963,-0.0030473,0.0058971,-0.0065274
"397.1086 / 13.94",-0.0070985,0.0068364,-0.013948,0.013901,-0.0010605,-0.0092075,0.024895,-0.010475
"397.1171 / 22.05",-0.00031838,-0.00020502,-0.0014648,0.0010844,0.0018538,-0.001874,9.3258e-05,-0.00043993
"397.1437 / 3.95  3M2Na-3H-",-0.00097587,0.0041179,0.0078738,0.00075669,-0.0044011,-0.003552,0.011886,0.004327
"397.1488 / 19.42",0.0086217,-0.0024675,0.0028209,0.004923,-0.0085849,0.0075323,-0.0022279,-0.011535
"397.1709 / 16.19",0.0062734,-0.0039376,0.015637,0.002119,-0.0030478,0.0019364,0.014245,-0.02249
"397.2194 / 7.31",0.014655,-0.0059434,-0.0042606,0.0059197,-0.0052524,0.003121,-0.0057801,0.017052
"397.2194 / 8.45  M-H-",0.016794,0.00062461,0.0007077,0.0026891,0.010373,-0.0055066,-0.0098666,-0.00086304
"397.2304 / 7.77",0.015005,-0.0032129,-0.0041335,-0.0046693,0.00051685,0.0051354,-0.0019642,0.0042834
"397.2441 / 12.52  M-H-",0.01922,0.010625,-0.00069328,0.0020283,0.019575,-0.023068,0.0032162,-0.0053633
"397.2441 / 16.45",0.011021,-0.0074675,0.011871,-0.009082,0.0022842,0.00020717,-0.0011191,0.00388
"397.2462 / 18.70",0.010073,-0.0043525,-0.01524,0.023128,-0.013226,-0.0084262,0.013135,0.0026946
"397.2567 / 22.83",0.00037709,-0.00010037,0.003145,0.00090164,0.00091154,0.00036435,0.00011124,-0.0016322
"398.0625 / 20.78",0.0062499,-0.0075321,-0.0078586,0.011385,-0.0030721,0.0013426,0.0038965,0.014296
"398.1675 / 13.02",0.015013,-0.00063135,0.00019965,-0.012302,0.0049929,0.0044489,0.0002878,0.00050561
"398.1679 / 12.07",0.01616,0.0010589,-0.009832,-0.0033617,0.0027163,0.00075321,0.0066306,-0.0022644
"398.1817 / 4.72",0.0081162,-0.0091422,0.0083316,0.0031611,-0.01941,0.0085297,0.001429,0.0049182
"398.1827 / 3.67",0.0055747,-0.0027668,0.0036439,0.011561,-0.01999,0.0051719,0.0042091,-0.0023658
"398.2026 / 13.21",0.015689,-0.0045241,0.0010901,-0.0096937,0.0066314,-0.001124,-0.00075972,0.0096518
"398.2031 / 11.87",0.015459,0.00040109,0.0095946,-0.003818,0.0082395,-0.0059669,-0.006465,-0.00034663
"398.2227 / 8.48",0.013519,-0.0087608,0.0021286,0.0067337,-0.0092507,0.0011219,-0.00013637,0.013347
"398.2681 / 17.81  MAcO-H-",-0.00043081,0.0047516,-0.011713,0.0039143,-0.0046555,-0.0066302,0.0028043,-0.00057196
"398.8763 / 29.98",-0.00068774,0.0056166,0.0069834,0.00016276,-0.016208,0.0059044,-0.0040545,0.0027334
"398.8767 / 30.96",-0.00048672,-0.005057,-0.010715,-0.0069671,0.015515,-0.0095197,-0.0031177,0.0038269
"398.8774 / 31.64",0.0010763,0.0017507,-0.0095347,0.004383,0.014218,-0.013663,-0.0097253,0.020336
"398.8775 / 0.81",-0.00014283,0.0033614,-0.010377,0.012198,-0.0098509,-0.0032552,-0.012496,-0.00997
"399.0737 / 17.79  MNa-2H-",-0.0016397,-0.0015234,0.0086637,-0.0059187,-0.014942,0.00025184,0.014788,0.0029295
"399.1871 / 12.61",0.011404,-0.0080732,0.019817,-0.0032464,0.0064339,-0.011069,0.0046623,-0.0099502
"399.1873 / 13.56",0.0073507,-0.0075376,0.012164,-0.016219,-0.0020849,0.0059108,0.0074704,-0.01676
"399.1877 / 4.50",0.010431,0.0016246,-0.011306,0.0093634,-0.0061591,9.746e-05,0.024677,-0.0013814
"399.1879 / 10.61",0.016017,-0.0029655,-0.0028536,-0.0042563,-0.0010166,-0.003961,0.010386,-0.0030912
"399.2230 / 4.27",0.011482,-0.0053035,-0.013888,0.020938,-0.015105,-0.0035529,0.015763,-0.0024752
"399.2233 / 10.39",0.010988,-0.0075418,0.0053145,0.0026182,-0.0035898,-0.0099899,0.0056438,0.0065992
"399.2239 / 8.49  M-H2O-H-",0.011749,-0.010679,0.0050476,0.010316,-0.01034,-0.0022737,0.00050037,0.011305
"399.2596 / 15.48",0.013503,-0.0044096,0.00037271,0.010752,-0.013398,0.0026927,0.0039846,0.002508
"399.2598 / 13.87",0.016296,-0.0030903,-0.0058336,0.0077557,-0.0039611,-0.002125,0.0021067,0.01258
"399.2711 / 4.94",0.010651,-0.010013,-0.00034481,0.020729,-0.015546,0.0042536,-0.011203,0.0045012
"400.0178 / 2.58",0.001086,-0.0076882,0.00045177,0.00028936,0.0017456,-0.0029503,-0.0019078,-0.0063804
"400.1538 / 19.04  M-H2O-H-",0.0079734,-0.0040634,-0.01597,0.018214,-0.0062216,-0.0082576,0.0097709,-0.0070178
"400.1785 / 15.49  M-2H2-",0.014793,-0.010917,-0.001515,0.0055382,-0.011225,0.0035296,0.0092506,0.0062122
"400.1821 / 1.88",0.016106,-0.0023388,-0.0061346,-0.00044936,-0.006189,0.0020565,0.0089854,-0.0040393
"400.1980 / 11.16",0.0048821,-0.00044871,0.016714,-0.0070612,-0.019132,0.020557,-0.0076716,0.0099509
"400.2187 / 6.80  M-H-",0.011936,-0.0082359,0.0034235,0.0043765,-0.013504,0.012199,-0.0058904,0.002945
"400.2198 / 5.47",0.012994,-0.0076857,-0.0083368,0.016615,-0.014495,0.0022681,0.0094939,-0.00088732
"400.2258 / 4.24",0.013262,-0.011583,0.0050626,0.012269,-0.011103,0.0002814,-0.0023827,0.0087852
"400.6830 / 10.84",0.0087744,-0.0086833,0.0012785,0.012745,-0.019109,0.0036849,0.0045254,-0.0010407
"400.9871 / 1.04",-0.00024191,-0.015329,-0.00073308,-0.0032465,0.012541,-0.0069631,-0.0030083,-0.0070529
"401.0790 / 21.93",-0.0010745,-0.0032188,-0.0045857,0.0017465,0.0030857,-0.0042801,-0.0023883,0.0036935
"401.1422 / 17.70  MNa-2H-",-0.0010517,-0.026471,0.010702,-0.010083,-0.0032519,-0.009558,-0.0006529,-0.0050979
"401.1575 / 10.59",0.011538,-0.015354,0.013316,0.00021561,-0.018798,0.0083063,-0.0010793,0.0078097
"401.1850 / 21.59",0.00030958,0.00033123,1.8284e-05,0.0012334,-0.0018738,0.0018174,0.0020605,-0.0032909
"401.2024 / 10.80",0.012804,0.0018162,0.0060453,0.0044283,-0.0063508,-0.0075702,0.003505,-0.0058076
"401.2032 / 8.05  M-H-",0.016004,-0.0039176,-0.0083391,0.0015873,0.001264,0.00025974,0.0032056,0.0023173
"401.2302 / 22.97",0.0092253,-0.0027701,0.0053139,-0.0075075,0.00098347,-0.002274,-0.011481,-0.00764
"401.2387 / 10.92",0.01528,-0.0051999,-0.0051123,-0.0064733,0.00094654,0.0037324,0.0027905,0.010595
"401.2390 / 9.95",0.012244,-0.0084742,0.0089685,-0.0027468,-0.0012805,0.0038508,-0.0069566,-0.0013517
"401.2858 / 0.98",0.010093,-0.0065945,0.0071091,0.0029571,-0.015368,-0.0055071,-0.011039,0.0080517
"402.1088 / 3.40",0.014773,0.00098267,-0.0046159,-0.0054886,-0.0093744,-0.010129,-0.004174,-0.0044238
"402.1234 / 8.89",0.012751,-0.0087582,0.0076015,0.0055144,-0.020556,-0.0094737,0.017041,0.0068516
"402.1259 / 4.91  MNa-2H-",0.013407,-0.0066358,0.010845,0.011128,-0.003999,0.00086132,-0.016857,0.0070878
"402.1633 / 9.66",0.014548,-0.0059263,-0.0021951,0.002319,-0.0035972,-0.00028984,0.0041585,0.0013606
"402.1771 / 2.15",0.013488,-0.0088469,0.0089298,-0.0018563,-0.0032837,0.0015896,-0.0046121,0.00080624
